year,spl_adjusted,spp_adjusted,price_diff,price_diff_adjusted,percent_increase,percent_increase_adjusted,days_between_sales
2005,209100,209100,0,0,0,0,6
2005,182040,176328,4644,5712,3,3,68
2005,178504,146050,30125,32454,26,22,189
2005,93480,73800,16000,19680,27,27,1
2005,449497,247650,170445,201847,87,82,207
2005,175890,96863,64250,79028,82,82,7
2005,422997,410210,20900,12787,6,3,323
2005,218325,159900,47500,58425,37,37,160
2005,504177,322875,147400,181302,56,56,132
2005,199484,139700,52182,59784,47,43,298
2005,108240,94418,11237,13822,15,15,7
2005,286221,153575,111775,132646,92,86,309
2005,181425,143323,30977,38102,27,27,139
2005,429147,436650,-6100,-7503,-2,-2,174
2005,264450,184500,65000,79950,43,43,139
2005,152951,141450,9350,11501,8,8,8
2005,295077,175895,101400,119182,73,68,236
2005,223860,152189,58269,71671,47,47,147
2005,399750,355600,45000,44150,16,12,244
2005,307377,69850,194900,237527,354,340,186
2005,261990,158750,88000,103240,70,65,215
2005,127920,19552,88605,108368,576,554,245
2005,285360,196800,72000,88560,45,45,154
2005,129150,149685,-16695,-20535,-14,-14,110
2005,198030,129150,56000,68880,53,53,71
2005,178350,148092,24600,30258,20,20,118
2005,206517,45633,130800,160884,353,353,3
2005,615000,279400,280000,335600,127,120,299
2005,199260,193110,5000,6150,3,3,69
2005,225029,51499,142400,173530,351,337,299
2005,307439,82550,184950,224889,285,272,234
2005,295200,67650,185000,227550,336,336,131
2005,1845,253380,-204500,-251535,-99,-99,156
2005,658050,506730,136000,151320,34,30,361
2005,8610,209550,-158000,-200940,-96,-96,357
2005,241080,241080,0,0,0,0,2
2005,562110,353010,170000,209100,59,59,140
2005,178350,132225,37500,46125,35,35,155
2005,199260,153543,41100,45717,34,30,184
2005,61500,344277,-229900,-282777,-82,-82,8
2005,207255,185730,17500,21525,12,12,67
2005,353625,290830,58500,62795,26,22,284
2005,190650,172645,14638,18005,10,10,164
2005,301289,63500,194950,237789,390,374,183
2005,191880,182906,7296,8974,5,5,64
2005,455100,428308,32750,26793,10,6,356
2005,313650,244793,62250,68858,32,28,295
2005,226320,209620,13577,16700,8,8,119
2005,183885,143234,33050,40652,28,28,64
2005,136530,143515,-5679,-6985,-5,-5,160
2005,173430,124230,40000,49200,40,40,65
2005,266787,231013,35000,35774,19,15,274
2005,426810,400050,32000,26760,10,7,273
2005,159777,12300,119900,147477,1199,1199,8
2005,238620,207501,25300,31119,15,15,49
2005,253257,147600,85900,105657,72,72,160
2005,584250,498150,70000,86100,17,17,167
2005,349320,209100,114000,140220,67,67,148
2005,159777,91020,55900,68757,76,76,112
2005,264450,234950,30000,29500,16,13,230
2005,313035,276860,36500,36175,17,13,286
2005,573180,336550,201000,236630,76,70,307
2005,227550,197046,24800,30504,15,15,40
2005,473550,341630,116000,131920,43,39,362
2005,212175,194907,19030,17268,12,9,203
2005,301350,301350,0,0,0,0,115
2005,127133,138176,-5440,-11043,-5,-8,273
2005,247353,233594,11186,13759,6,6,140
2005,220785,214635,5000,6150,3,3,1
2005,162360,170508,-6624,-8148,-5,-5,108
2005,286590,236220,47000,50370,25,21,323
2005,227501,50800,144960,176701,362,348,312
2005,165463,247650,-60477,-82187,-31,-33,353
2005,537510,412750,112000,124760,34,30,229
2005,202950,202950,0,0,0,0,19
2005,243540,204280,37150,39261,23,19,301
2005,353010,228473,107100,124537,60,55,237
2005,393477,297180,85900,96297,37,32,348
2005,209100,116235,75500,92865,80,80,5
2005,141327,109779,25649,31548,29,29,109
2005,231240,152400,68000,78840,57,52,194
2005,292740,243540,40000,49200,20,20,97
2005,447720,242951,172700,204769,90,84,272
2005,202950,164820,31000,38130,23,23,157
2005,246000,123,199900,245877,199900,199900,114
2005,344400,186960,128000,157440,84,84,150
2005,309960,249555,55500,60405,28,24,259
2005,214635,173923,33099,40712,23,23,35
2005,456945,418200,31500,38745,9,9,141
2005,279825,241742,30962,38083,16,16,79
2005,377610,337026,32995,40584,12,12,4
2005,288927,235668,43300,53259,23,23,90
2005,261375,7620,206500,253755,3442,3330,357
2005,338127,292037,44950,46091,20,16,322
2005,172200,143910,23000,28290,20,20,78
2005,166050,313650,-120000,-147600,-47,-47,52
2005,287820,86100,164000,201720,234,234,106
2005,399750,304673,85100,95077,35,31,323
2005,209100,146370,51000,62730,43,43,148
2005,157547,178761,-12670,-21214,-9,-12,223
2005,238497,101600,113900,136897,142,135,231
2005,264450,175969,71936,88481,50,50,100
2005,252027,163713,71800,88314,54,54,91
2005,126690,87630,34000,39060,49,45,233
2005,260760,219710,39000,41050,23,19,203
2005,131610,113841,14446,17769,16,16,106
2005,414510,414510,0,0,0,0,20
2005,713277,664200,39900,49077,7,7,135
2005,266910,291510,-20000,-24600,-8,-8,107
2005,215250,201930,16000,13320,10,7,304
2005,402210,330327,66900,71883,26,22,196
2005,191019,101600,75300,89419,94,88,273
2005,306270,264287,40900,41983,20,16,308
2005,246000,164073,66607,81927,50,50,2
2005,467400,362850,85000,104550,29,29,32
2005,316105,316725,-504,-620,0,0,1
2005,356577,246000,89900,110577,45,45,126
2005,454977,412750,44900,42227,14,10,319
2005,170355,133350,33500,37005,32,28,273
2005,270477,172720,83900,97757,62,57,266
2005,332039,233700,79950,98339,42,42,146
2005,173430,1845,139500,171585,9300,9300,127
2005,295200,184500,90000,110700,60,60,40
2005,454977,297660,127900,157317,53,53,162
2005,270600,231141,37999,39459,21,17,173
2005,312026,249075,51180,62951,25,25,116
2005,225090,160023,52900,65067,41,41,63
2005,664200,660273,20100,3927,4,1,326
2005,452517,103505,286400,349012,351,337,270
2005,294585,178350,94500,116235,65,65,18
2005,147600,191303,-35531,-43703,-23,-23,52
2005,276782,271830,4026,4952,2,2,142
2005,246000,276750,-25000,-30750,-11,-11,81
2005,464018,247650,182250,216368,93,87,222
2005,336405,256689,64810,79716,31,31,109
2005,230010,199875,24500,30135,15,15,37
2005,166050,25958,113896,140092,540,540,67
2005,445875,891750,-362500,-445875,-50,-50,15
2005,184500,53975,107500,130525,253,242,329
2005,359775,285360,60500,74415,26,26,122
2005,420599,327180,75950,93419,29,29,134
2005,442800,400050,45000,42750,14,11,280
2005,307377,144780,135900,162597,119,112,218
2005,405900,165100,200000,240800,154,146,307
2005,151905,135300,13500,16605,12,12,86
2005,487080,438150,51000,48930,15,11,160
2005,159777,123000,29900,36777,30,30,41
2005,298890,357930,-48000,-59040,-16,-16,133
2005,134070,118402,12738,15668,13,13,103
2005,365925,275590,80500,90335,37,33,308
2005,190589,116850,59950,73739,63,63,156
2005,254610,161925,79500,92685,62,57,217
2005,295200,254000,40000,41200,20,16,200
2005,670350,654360,13000,15990,2,2,92
2005,369000,231140,118000,137860,65,60,233
2005,177120,125730,45000,51390,45,41,187
2005,214174,166942,38400,47232,28,28,58
2005,227427,154940,62900,72487,52,47,286
2005,738000,158750,475000,579250,380,365,307
2005,130872,107950,21400,22922,25,21,227
2005,294585,92250,164500,202335,219,219,154
2005,270600,114300,130000,156300,144,137,229
2005,258300,258300,0,0,0,0,33
2005,252150,516600,-215000,-264450,-51,-51,43
2005,737385,492000,199500,245385,50,50,108
2005,20910,123000,-83000,-102090,-83,-83,101
2005,231240,141450,73000,89790,63,63,151
2005,270600,50800,180000,219800,450,433,222
2005,321645,334645,-2000,-13000,-1,-4,252
2005,206640,154972,45975,51668,38,33,209
2005,344400,92250,205000,252150,273,273,150
2005,92250,125774,-24035,-33524,-24,-27,160
2005,73800,232470,-129000,-158670,-68,-68,65
2005,243540,76200,138000,167340,230,220,329
2005,230625,57150,142500,173475,317,304,255
2005,208977,172200,29900,36777,21,21,21
2005,225090,194340,25000,30750,16,16,37
2005,311067,199260,90900,111807,56,56,128
2005,221892,177800,40400,44092,29,25,294
2005,331485,309245,26000,22240,11,7,281
2005,341940,177800,138000,164140,99,92,363
2005,233700,172200,50000,61500,36,36,70
2005,246000,216480,24000,29520,14,14,41
2005,208977,134620,63900,74357,60,55,176
2005,164820,187662,-13765,-22842,-9,-12,166
2005,123000,49200,60000,73800,150,150,8
2005,536305,172200,296020,364105,211,211,2
2005,302580,266700,36000,35880,17,13,343
2005,212729,147600,52950,65129,44,44,78
2005,204180,175275,23500,28905,16,16,97
2005,100860,12300,72000,88560,720,720,15
2005,210945,148830,50500,62115,42,42,74
2005,295200,203073,80100,92127,50,45,336
2005,553500,355600,170000,197900,61,56,165
2005,202950,142638,49034,60312,42,42,132
2005,221400,196800,20000,24600,13,13,58
2005,244770,244770,0,0,0,0,1
2005,276750,74295,166500,202455,285,273,264
2005,368877,368877,0,0,0,0,9
2005,275915,168910,91321,107005,69,63,240
2005,170970,92250,64000,78720,85,85,12
2005,182040,141450,33000,40590,29,29,6
2005,188190,188190,0,0,0,0,112
2005,193725,172721,21499,21004,16,12,160
2005,461250,269240,163000,192010,77,71,277
2005,522750,374650,130000,148100,44,40,216
2005,368877,368877,0,0,0,0,19
2005,236160,145017,74100,91143,63,63,104
2005,262359,98400,133300,163959,167,167,136
2005,667890,177800,403000,490090,288,276,270
2005,221400,168510,43000,52890,31,31,126
2005,350550,165303,154840,185247,119,112,269
2005,193110,114300,67000,78810,74,69,164
2005,527670,289050,194000,238620,83,83,100
2005,368939,307837,57559,61102,24,20,197
2005,159900,125355,31295,34545,32,28,185
2005,178350,154940,23000,23410,19,15,343
2005,553377,538740,11900,14637,3,3,75
2005,196548,145755,41295,50793,35,35,83
2005,142587,142587,0,0,0,0,72
2005,189420,153543,33100,35877,27,23,182
2005,629760,609600,32000,20160,7,3,304
2005,226259,50800,143950,175459,360,345,309
2005,178350,184150,0,-5800,0,-3,177
2005,294647,69850,184550,224797,336,322,240
2005,344400,332473,18210,11927,7,4,166
2005,175890,135300,33000,40590,30,30,117
2005,252150,57150,160000,195000,356,341,278
2005,356700,266700,80000,90000,38,34,183
2005,233577,209550,24900,24027,15,11,182
2005,49200,257070,-169000,-207870,-81,-81,21
2005,332100,279400,50000,52700,23,19,349
2005,141450,282900,-115000,-141450,-50,-50,53
2005,361928,317373,44350,44555,18,14,282
2005,110700,418200,-250000,-307500,-74,-74,2
2005,350796,288925,57700,61871,25,21,314
2005,231240,231240,0,0,0,0,1
2005,184377,162053,18150,22325,14,14,88
2005,266910,73800,157000,193110,262,262,105
2005,476010,280988,165750,195023,75,69,329
2005,202827,114300,74900,88527,83,77,189
2005,135300,301350,-135000,-166050,-55,-55,20
2005,321645,178350,116500,143295,80,80,131
2005,202950,124297,67128,78653,69,63,316
2005,217095,190500,26500,26595,18,14,153
2005,346860,344400,2000,2460,1,1,137
2005,270723,216816,43827,53907,25,25,21
2005,450488,311150,121250,139338,49,45,214
2005,141450,120233,17250,21218,18,18,51
2005,245877,58425,152400,187452,321,321,135
2005,274290,63437,173050,210854,346,332,286
2005,162360,141288,20750,21073,19,15,340
2005,236775,125095,94000,111680,95,89,202
2005,252150,184500,55000,67650,37,37,89
2005,353010,303530,48000,49480,20,16,292
2005,197907,146063,45890,51844,40,35,356
2005,368877,203137,139950,165741,88,82,166
2005,216849,206510,8406,10339,5,5,79
2005,822870,822870,0,0,0,0,2
2005,276750,83185,159500,193565,244,233,186
2005,350550,292100,55000,58450,24,20,335
2005,344400,355600,0,-11200,0,-3,192
2005,205349,174076,25425,31273,18,18,69
2005,202950,165735,34500,37215,26,22,155
2005,633450,406400,195000,227050,61,56,149
2005,215250,78886,110865,136364,173,173,50
2005,338250,311713,21575,26537,9,9,119
2005,340710,568875,-185500,-228165,-40,-40,58
2005,377610,234950,122000,142660,66,61,339
2005,135300,156239,-13023,-20939,-11,-13,146
2005,2460,34303,-25010,-31843,-93,-93,316
2005,169125,148215,17000,20910,14,14,34
2005,126075,134540,-6882,-8465,-6,-6,105
2005,138990,110700,23000,28290,26,26,82
2005,251903,242925,7299,8978,4,4,63
2005,261375,181610,69500,79765,49,44,359
2005,76260,63500,12000,12760,24,20,315
2005,226074,156464,60600,69610,49,44,311
2005,528285,407670,108500,120615,34,30,204
2005,276750,159777,95100,116973,73,73,56
2005,159900,143510,17000,16390,15,11,247
2005,252027,218334,27393,33693,15,15,54
2005,99630,154123,-40357,-54493,-33,-35,355
2005,164759,170776,-4892,-6017,-4,-4,118
2005,247230,228473,21100,18757,12,8,323
2005,387389,325950,49950,61439,19,19,97
2005,282900,259715,25500,23185,12,9,267
2005,196554,137760,47800,58794,43,43,88
2005,381300,285750,85000,95550,38,33,175
2005,323490,323490,0,0,0,0,1
2005,239235,158750,69500,80485,56,51,145
2005,202796,178350,19875,24446,14,14,124
2005,510450,343170,136000,167280,49,49,30
2005,202950,164943,30900,38007,23,23,123
2005,461250,400050,60000,61200,19,15,252
2005,245877,82550,134900,163327,208,198,231
2005,263220,194340,56000,68880,35,35,77
2005,266172,198755,59900,67417,38,34,137
2005,137145,139515,1646,-2370,2,-2,279
2005,169740,113679,45578,56061,49,49,129
2005,387450,313650,60000,73800,24,24,36
2005,830250,675270,126000,154980,23,23,131
2005,268140,273050,3000,-4910,1,-2,281
2005,295200,237490,53000,57710,28,24,343
2005,159900,111930,39000,47970,43,43,7
2005,12300,18231,-4822,-5931,-33,-33,12
2005,444030,482600,-19000,-38570,-5,-8,232
2005,202949,152400,44999,50549,38,33,180
2005,286590,76200,173000,210390,288,276,160
2005,264450,228780,29000,35670,16,16,29
2005,291510,291510,0,0,0,0,1
2005,522750,374650,130000,148100,44,40,357
2005,99015,98400,500,615,1,1,3
2005,233331,65405,138200,167926,268,257,152
2005,209100,149445,48500,59655,40,40,101
2005,184500,135763,43100,48737,40,36,313
2005,161745,161745,0,0,0,0,3
2005,212667,191880,16900,20787,11,11,52
2005,362850,220980,121000,141870,70,64,343
2005,295200,241359,43773,53841,22,22,61
2005,195570,131445,55500,64125,54,49,363
2005,221277,137760,67900,83517,61,61,90
2005,73800,63500,10000,10300,20,16,312
2005,190650,146050,40000,44600,35,31,179
2005,161745,76200,71500,85545,119,112,239
2005,188559,194945,-200,-6386,0,-3,273
2005,412050,342900,65000,69150,24,20,210
2005,165128,157226,10450,7902,8,5,295
2005,230010,178473,41900,51537,29,29,100
2005,270477,248095,24550,22383,13,9,181
2005,199875,184500,12500,15375,8,8,45
2005,602700,602700,0,0,0,0,69
2005,198030,168733,23819,29297,17,17,92
2005,338250,338250,0,0,0,0,6
2005,313589,228600,74950,84989,42,37,160
2005,391140,9840,310000,381300,3875,3875,38
2005,229395,145409,72005,83986,63,58,156
2005,212175,114300,82500,97875,92,86,191
2005,183270,104648,66600,78622,81,75,135
2005,344277,399750,-45100,-55473,-14,-14,68
2005,181425,118494,54198,62931,58,53,135
2005,199137,169740,23900,29397,17,17,92
2005,258239,184150,64950,74089,45,40,237
2005,288927,273050,19900,15877,9,6,330
2005,467400,467400,0,0,0,0,1
2005,299505,60325,196000,239180,413,396,223
2005,479577,317500,139900,162077,56,51,253
2005,172077,36377,110325,135700,373,373,118
2005,203196,105410,82200,97786,99,93,159
2005,331485,279400,49500,52085,23,19,231
2005,166665,146519,20131,20146,17,14,153
2005,405900,352870,52150,53031,19,15,322
2005,260760,251460,14000,9300,7,4,182
2005,288927,222250,59900,66677,34,30,172
2005,282900,234950,45000,47950,24,20,272
2005,311744,222250,78450,89494,45,40,194
2005,281670,79950,164000,201720,252,252,72
2005,811800,755650,65000,56150,11,7,351
2005,264573,228513,29317,36060,16,16,81
2005,473550,444373,35100,29177,10,7,186
2005,225090,165100,53000,59990,41,36,221
2005,344400,289050,45000,55350,19,19,68
2005,405777,329692,70300,76085,27,23,332
2005,405777,329692,70300,76085,27,23,332
2005,405777,329692,70300,76085,27,23,347
2005,405777,329692,70300,76085,27,23,319
2005,190035,158750,29500,31285,24,20,280
2005,147600,98400,40000,49200,50,50,26
2005,151290,151290,0,0,0,0,5
2005,232409,125730,89950,106679,91,85,279
2005,393600,284480,96000,109120,43,38,266
2005,489540,390525,80500,99015,25,25,123
2005,319677,86360,191900,233317,282,270,251
2005,631237,88900,443201,542337,633,610,353
2005,286467,63500,182900,222967,366,351,219
2005,303810,276750,22000,27060,10,10,12
2005,192987,199035,-4917,-6048,-3,-3,90
2005,393600,393600,0,0,0,0,108
2005,184500,43049,115001,141451,329,329,48
2005,249075,234950,17500,14125,9,6,196
2005,204180,204180,0,0,0,0,3
2005,268140,276750,-7000,-8610,-3,-3,69
2005,209100,215250,-5000,-6150,-3,-3,101
2005,188759,159900,23463,28859,18,18,1
2005,362850,254000,95000,108850,48,43,360
2005,996300,1141730,-89000,-145430,-10,-13,287
2005,430500,349250,75000,81250,27,23,146
2005,257070,227330,30000,29740,17,13,356
2005,424350,162975,212500,261375,160,160,84
2005,185730,185730,0,0,0,0,61
2005,221277,263380,-34230,-42103,-16,-16,97
2005,172200,131445,36500,40755,35,31,351
2005,141450,196800,-45000,-55350,-28,-28,102
2005,197415,153750,35500,43665,28,28,76
2005,442677,389890,52900,52787,17,14,296
2005,203565,147600,45500,55965,38,38,45
2005,177735,143317,27982,34418,24,24,53
2005,243540,241935,7500,1605,4,1,301
2005,338250,340077,7223,-1827,3,-1,251
2005,467400,215900,210000,251500,124,116,281
2005,257070,309938,-42982,-52868,-17,-17,99
2005,129150,91020,31000,38130,42,42,28
2005,222630,196800,21000,25830,13,13,38
2005,216816,216816,0,0,0,0,30
2005,233577,184500,39900,49077,27,27,52
2005,301608,230010,58210,71598,31,31,76
2005,297660,222250,67000,75410,38,34,168
2005,290280,276860,18000,13420,8,5,230
2005,428040,396875,35500,31165,11,8,344
2005,204180,163102,33397,41078,25,25,69
2005,206025,169746,33842,36279,25,21,208
2005,248337,63500,151900,184837,304,291,294
2005,318570,158750,134000,159820,107,101,256
2005,92189,184377,-74950,-92189,-50,-50,97
2005,559650,533815,34673,25835,8,5,304
2005,284130,279400,11000,4730,5,2,280
2005,162360,148830,11000,13530,9,9,118
2005,316110,116850,162000,199260,171,171,3
2005,510450,266700,205000,243750,98,91,170
2005,1063950,527685,449500,536265,108,102,290
2005,305046,216027,77905,89019,46,41,325
2005,338250,190650,120000,147600,77,77,65
2005,6150,301350,-240000,-295200,-98,-98,26
2005,263220,158750,89000,104470,71,66,224
2005,285360,271830,11000,13530,5,5,70
2005,307500,241080,54000,66420,28,28,76
2005,269370,234950,34000,34420,18,15,253
2005,280440,280440,0,0,0,0,4
2005,171216,145503,24631,25713,22,18,182
2005,312113,285750,28750,26363,13,9,309
2005,303810,285750,22000,18060,10,6,280
2005,123000,78414,36249,44586,57,57,98
2005,209260,146370,51130,62890,43,43,114
2005,301466,82550,180094,218916,277,265,241
2005,199014,88900,91800,110114,131,124,183
2005,281670,209550,64000,72120,39,34,196
2005,102090,116466,-11688,-14376,-12,-12,104
2005,24600,24600,0,0,0,0,3
2005,214020,214913,-726,-893,0,0,106
2005,230010,168910,54000,61100,41,36,168
2005,387450,220990,140992,166460,81,75,255
2005,241080,85725,128500,155355,190,181,261
2005,492000,571500,-50000,-79500,-11,-14,195
2005,234930,141450,76000,93480,66,66,42
2005,193110,137494,45216,55616,40,40,105
2005,142680,113073,26966,29607,30,26,322
2005,337020,240665,84500,96355,45,40,175
2005,330870,259715,57850,71156,27,27,9
2005,239850,153750,70000,86100,56,56,41
2005,355470,240883,93160,114587,48,48,57
2005,322875,241237,72550,81639,38,34,224
2005,332100,323850,15000,8250,6,3,224
2005,159900,54120,86000,105780,195,195,5
